Age,Income,YearsWorked,Credible
25,2204,0,1
64,4657,19,1
20,1268,4,0
34,2720,18,1
39,2646,19,0
59,4084,26,0
23,1672,7,1
39,2986,7,1
65,4397,33,0
23,1356,2,0
22,1408,4,0
23,1819,5,1
18,1366,2,1
53,3947,0,1
28,1786,4,0
26,1769,0,0
40,2535,16,0
19,1548,3,1
39,2422,15,0
64,4387,46,0
64,4504,43,1
47,3376,30,1
19,1049,3,0
26,1804,3,0
29,1689,4,0
32,2381,13,1
21,1601,3,1
22,1729,0,1
56,3850,31,0
16,844,0,0
27,2048,10,1
45,3379,21,1
31,2226,8,1
55,3862,27,1
54,3663,16,0
28,2029,1,1
52,3696,3,1
37,2426,13,0
39,2536,12,0
25,1647,3,0
65,4757,46,1
22,1852,6,1
23,1522,5,0
18,1467,1,1
43,3284,4,1
43,3189,7,1
31,2245,10,1
28,2320,3,1
37,2422,20,0
48,3342,29,0
23,1843,5,1
16,774,0,0
33,2504,10,1
53,3791,12,1
20,1553,1,1
46,3623,26,1
54,3568,32,0
19,1230,2,0
33,2144,10,0
21,1651,4,1
65,4527,32,0
19,1648,2,1
18,1203,1,0
40,2872,5,1
49,3620,19,1
45,2979,19,0
56,3776,30,0
61,4376,38,1
27,1853,0,0
27,1953,8,1
32,2087,4,0
45,2999,16,0
59,4054,20,0
33,2796,2,1
47,3485,17,1
16,1194,0,1
55,4405,21,1
59,3980,11,0
36,2202,12,0
48,3219,16,0
59,4002,23,0
36,2668,3,1
22,1685,3,1
34,2273,8,0
40,2937,6,1
46,3409,26,1
42,3158,5,1
61,4424,10,1
19,1566,3,1
17,1049,0,0
28,2079,10,1
64,4278,47,0
62,4666,5,1
56,4105,5,1
43,2798,17,0
34,2446,18,1
62,4420,29,1
26,1552,5,0
37,2050,9,0
56,4164,5,1
25,1624,5,0
29,1962,1,0
39,2906,4,1
16,1229,0,1
23,1403,0,0
62,4124,12,0
63,4223,8,0
48,3344,17,0
16,1169,0,1
45,3034,10,0
56,3821,1,0
22,1490,0,0
33,2215,6,0
45,3107,1,0
33,2424,2,1
21,1271,5,0
58,4024,13,0
47,3427,25,1
26,1938,3,1
53,3675,32,0
25,1627,7,0
63,4159,32,0
32,2549,1,1
21,1706,1,1
56,3988,26,1
62,4057,30,0
54,4336,25,1
24,1775,8,1
47,3174,12,0
43,3258,17,1
17,998,1,0
43,2482,23,0
17,1067,0,0
41,2605,0,0
56,3938,9,1
54,3980,27,1
34,2244,2,0
22,1693,5,1
63,4238,40,0
28,2339,1,1
23,1576,3,0
29,1753,9,0
62,4400,25,1
19,1592,0,1
32,2142,1,0
29,2217,6,1
40,2483,23,0
44,2878,9,0
49,3371,13,0
45,3046,26,0
41,3296,14,1
51,3760,7,1
18,1081,1,0
56,3898,11,0
35,2584,9,1
25,1464,0,0
44,2934,1,0
60,4232,5,1
39,2767,21,1
62,4478,38,1
50,3256,27,0
23,1608,1,0
26,1623,0,0
49,3477,25,1
26,2127,3,1
49,3198,31,0
19,1557,0,1
20,1625,1,1
52,3842,33,1
44,2864,0,0
52,3617,0,0
60,3534,23,0
18,1498,1,1
45,3353,17,1
45,3430,28,1
17,1072,0,0
37,2463,12,0
34,2510,17,1
53,3935,7,1
55,4188,11,1
21,2007,2,1
22,1605,4,1
49,3567,2,1
30,2099,14,0
61,3871,38,0
17,1113,1,0
41,2902,20,1
58,4250,25,1
40,2808,3,1
44,3065,5,0
20,1133,1,0
24,1409,0,0
60,4261,32,1
20,1535,3,1
32,2234,2,0
20,1307,4,0
33,2175,9,0
31,2429,13,1
34,2676,1,1
21,1718,2,1
41,2945,25,1
49,3486,8,1
58,4101,25,1
63,4520,25,1
59,4091,22,0
36,2444,16,0
24,1356,6,0
29,2184,12,1
59,4245,8,1
39,2667,11,0
64,4529,20,1
55,3608,31,0
32,2086,11,0
65,4929,45,1
42,2819,14,0
65,4870,30,1
41,2631,17,0
26,1924,6,1
22,1306,6,0
50,3686,20,1
40,2810,11,1
49,3226,24,0
47,3200,18,0
32,2035,4,0
50,3635,34,1
43,2598,25,0
47,3169,8,0
55,3939,35,1
32,2255,1,1
41,3004,12,1
46,3010,14,0
39,2627,18,0
34,2560,13,1
23,1672,2,1
41,3029,5,1
27,1824,2,0
41,2988,18,1
26,1726,4,0
30,2127,13,1
21,1526,5,1
32,2007,14,0
42,2950,14,1
16,1278,0,1
21,1793,3,1
55,4024,23,1
48,3376,26,1
39,2588,4,0
28,1864,7,0
52,3375,25,0
20,1481,2,1
17,986,0,0
19,1584,3,1
39,2922,18,1
54,3763,1,0
18,1252,0,0
65,4346,41,0
25,1689,8,0
58,4051,22,0
19,1333,2,1
58,3890,41,0
35,2468,16,1
20,1288,2,0
43,3254,17,1
44,3193,25,1
29,1868,2,0
34,2208,2,0
47,3013,4,0
37,2570,3,0
43,2517,17,0
40,3112,8,1
56,3853,21,0
25,1786,1,1
60,4054,28,0
18,1124,1,0
34,2370,13,0
36,2571,0,1
33,2439,13,1
43,2918,17,0
22,1435,0,0
62,4689,28,1
45,3344,27,1
58,4079,5,1
31,2267,14,1
47,3318,20,1
58,4060,31,1
17,1129,1,0
32,2443,2,1
31,2306,0,1
26,2062,1,1
32,2348,7,1
21,1500,2,1
38,2603,19,0
58,3871,31,0
35,2334,18,0
40,2802,5,1
21,1357,2,0
61,4372,14,1
52,3385,0,0
59,4212,38,1
39,2956,13,1
57,3874,29,0
64,4510,47,1
23,1787,4,1
19,1192,1,0
28,1944,4,0
22,1779,5,1
29,2164,9,1
42,2881,14,0
39,2729,1,0
27,1608,5,0
33,2184,17,0
62,4930,32,1
52,3907,35,1
26,1874,3,1
43,3020,20,1
40,2760,23,0
36,2625,9,1
37,2538,3,0
26,1924,1,1
59,3659,36,0
40,2591,23,0
30,1811,4,0
64,4302,24,0
36,2332,18,0
60,4512,12,1
39,3176,22,1
54,3663,2,0
64,4467,26,0
30,2308,1,1
62,4390,1,1
23,1367,6,0
45,3427,5,1
54,3992,5,1
30,1943,5,0
34,2087,9,0
48,3558,10,1
26,1815,10,0
16,1451,0,1
43,2977,20,0
18,1167,1,0
45,3102,2,0
26,2083,5,1
54,3771,22,0
43,3144,5,1
43,2671,14,0
29,1844,9,0
34,2417,6,1
44,2847,16,0
23,1720,4,1
56,4383,5,1
55,3811,33,0
50,3200,32,0
55,3867,18,1
41,2645,19,0
52,3384,4,0
16,1259,0,1
23,1506,3,0
43,2730,26,0
27,1787,9,0
29,2053,8,1
56,4010,40,1
22,1715,2,1
62,4074,39,0
38,2365,19,0
20,1659,0,1
35,2259,0,0
30,2247,10,1
64,4391,34,0
24,1925,8,1
26,1781,1,0
58,3732,19,0
43,2910,10,0
30,2077,3,0
31,1978,8,0
19,1282,0,0
36,2557,3,1
27,1799,1,0
40,2907,22,1
33,2544,7,1
16,1244,0,1
64,4573,35,1
20,1401,3,1
24,1468,4,0
52,3570,14,0
26,1791,9,0
35,2386,14,0
31,2453,4,1
19,1377,3,1
49,3238,13,0
58,3860,19,0
56,4037,0,1
32,2232,7,0
57,3961,11,0
38,3025,17,1
17,1235,1,1
34,2702,0,1
56,3782,6,0
60,3879,22,0
52,3480,14,0
21,1731,2,1
23,1413,0,0
57,3767,0,0
25,1529,7,0
52,3421,35,0
37,2450,11,0
25,1570,6,0
26,1834,2,1
60,4457,44,1
55,3729,36,0
20,1587,1,1
61,4267,30,0
46,3593,3,1
41,2882,24,1
53,4008,36,1
40,2861,8,1
35,2516,15,1
38,2735,2,1
17,1053,0,0
19,1474,0,1
57,3888,37,0
40,2755,0,0
65,4750,27,1
51,3248,6,0
53,3834,19,1
27,1826,5,0
39,2879,16,1
39,2934,22,1
57,3563,32,0
41,2913,17,1
60,4329,44,1
35,2427,8,0
32,2019,1,0
21,1611,4,1
59,4301,33,1
53,3792,5,1
18,1243,1,0
65,4670,27,1
43,2846,5,0
42,2715,8,0
24,1498,6,0
65,4397,12,0
16,774,0,0
42,2701,1,0
45,3148,25,0
22,1464,6,0
32,2298,16,1
35,2228,3,0
30,2261,5,1
21,1605,1,1
23,1521,2,0
37,2525,3,0
27,1879,10,0
63,4670,23,1
32,1902,15,0
40,2951,5,1
43,2901,2,0
58,3920,15,0
47,3415,29,1
49,3325,2,0
32,2292,8,1
21,1254,0,0
58,3983,37,0
51,4062,8,1
57,4094,39,1
17,1487,1,1
28,1801,5,0
44,3289,20,1
48,3336,32,0
50,3627,16,1
35,2409,5,0
44,3318,11,1
23,1637,2,1
52,3554,21,0
61,4475,13,1
43,2854,21,0
32,2177,14,0
20,1045,4,0
42,2627,23,0
34,2402,0,1
34,1834,6,0
30,1857,2,0
54,3752,31,0
45,3382,5,1
23,1399,1,0
53,3741,11,1
61,3802,43,0
31,2116,5,0
17,1250,0,1
32,1831,2,0
20,1589,0,1
28,1784,12,0
21,1677,0,1
17,1259,0,1
54,3930,34,1
19,1193,0,0
28,2122,1,1
48,3170,14,0
16,1013,0,0
54,3687,0,0
27,1592,4,0
50,3425,29,0
60,4127,26,0
40,3037,20,1
56,3965,21,1
25,1471,2,0
53,3938,14,1
50,3567,16,1
62,4046,34,0
21,1514,4,1
30,2367,8,1
32,2226,12,0
60,4194,1,0
40,2867,11,1
45,2982,18,0
32,1953,12,0
63,4637,43,1
57,4450,35,1
45,2831,20,0
36,2548,10,1
22,1309,0,0
45,3450,10,1
27,2062,5,1
27,2056,6,1
62,4326,19,0
65,4536,22,0
58,4297,22,1
47,3105,17,0
32,2024,14,0
17,1358,1,1
16,1021,0,0
23,1512,5,0
49,3343,6,0
48,3481,24,1
55,3613,8,0
42,2824,2,0
32,2067,7,0
64,4997,40,1
51,3656,25,1
18,1326,1,1
41,2795,11,0
50,3835,3,1
64,4512,18,1
30,2178,0,1
55,3755,15,0
38,2669,15,1
48,3624,2,1
16,1222,0,1
22,1320,2,0
64,4389,27,0
24,1843,0,1
53,3758,4,1
35,2935,14,1
52,3302,36,0
20,1840,3,1
55,4138,37,1
51,3622,11,1
57,4067,31,1
63,4310,37,0
54,3793,19,1
26,1791,6,0
41,3018,14,1
50,3276,4,0
23,1130,3,0
51,3365,27,0
45,3004,20,0
38,2814,21,1
18,1105,1,0
30,2583,11,1
33,2349,4,1
55,4012,30,1
57,4168,31,1
55,3984,12,1
35,2690,0,1
19,895,1,0
27,1772,4,0
20,1357,2,0
21,1034,4,0
41,2556,2,0
64,4378,4,0
65,4623,23,1
47,3641,6,1
61,4252,31,0
52,3404,24,0
53,3652,20,0
61,4061,19,0
26,1885,4,1
57,4055,14,1
61,4209,6,0
19,1307,1,0
54,3722,19,0
19,1601,1,1
42,2719,16,0
56,3982,10,1
20,1514,0,1
53,3846,36,1
55,3868,6,1
57,3625,37,0
25,1842,3,1
53,3484,19,0
60,4314,21,1
37,2378,19,0
58,4073,7,1
22,1640,5,1
30,2191,8,1
34,2597,9,1
54,3692,4,0
42,3029,24,1
16,1007,0,0
37,2362,0,0
49,3081,31,0
22,1901,2,1
26,1568,4,0
65,4625,11,1
52,3552,31,0
63,4369,34,0
64,4378,45,0
16,1055,0,0
34,2409,12,1
42,2920,14,0
41,2908,20,1
47,3305,9,1
46,3170,13,0
28,1479,6,0
31,1881,3,0
23,990,4,0
26,1707,3,0
55,3765,12,0
47,3299,31,1
30,1748,14,0
48,3375,18,1
58,4093,23,1
30,1978,8,0
24,1933,5,1
20,1155,4,0
35,2654,18,1
59,4152,13,1
44,3026,28,0
62,4358,1,1
36,2477,17,0
37,2921,6,1
63,4660,22,1
63,4375,7,0
64,4508,27,1
60,4193,44,0
16,1129,0,1
29,2192,13,1
21,1471,2,1
31,2217,2,1
32,2268,10,1
20,2032,3,1
54,3949,0,1
60,4446,7,1
48,3442,10,1
33,2049,13,0
25,2045,4,1
47,3091,11,0
23,1576,0,0
59,3999,22,0
33,2224,9,0
55,3841,13,0
37,2349,4,0
20,1217,1,0
34,2552,14,1
38,2678,2,1
30,2051,14,0
47,3405,6,1
56,4143,21,1
26,1828,2,1
57,3987,13,0
55,3617,10,0
51,3399,19,0
16,1153,0,1
33,2365,7,1
34,2536,14,1
41,2544,8,0
44,2983,4,0
36,2632,2,1
56,4122,22,1
20,1470,1,1
64,4470,41,0
30,2047,8,0
61,4388,42,1
59,4596,13,1
38,2461,8,0
38,2354,22,0
32,2268,7,1
31,2041,3,0
31,2165,6,0
47,3364,0,1
43,2966,16,0
25,1821,4,1
51,3621,23,1
44,2950,14,0
44,3223,12,1
53,4019,8,1
29,1829,8,0
18,1268,1,1
22,1331,1,0
20,1289,4,0
19,1473,2,1
58,3887,14,0
20,1351,0,0
45,3534,3,1
46,3092,6,0
16,1027,0,0
57,3706,31,0
44,2836,8,0
22,1484,4,0
62,4211,7,0
38,2542,0,0
44,2871,18,0
49,3529,10,1
24,1577,8,0
18,998,2,0
28,2296,5,1
19,1266,3,0
30,2232,5,1
58,4190,42,1
21,1642,0,1
22,1711,2,1
52,3966,21,1
41,2724,1,0
21,1433,4,0
49,3172,16,0
64,4664,41,1
51,3591,22,1
31,2187,13,1
17,1300,0,1
64,4592,33,1
21,1511,0,1
47,3680,24,1
53,3570,6,0
53,3633,17,0
41,3063,14,1
51,4005,0,1
47,3437,23,1
38,2441,10,0
59,4348,3,1
35,2549,14,1
39,2834,6,1
65,4477,27,0
31,2444,8,1
48,3072,1,0
59,4020,29,0
46,3475,17,1
50,3218,28,0
21,1599,2,1
41,2682,11,0
50,3572,17,1
60,3947,29,0
48,3513,24,1
56,3763,16,0
26,1731,0,0
40,2839,3,1
33,2003,12,0
33,2242,1,0
53,3295,20,0
17,1260,1,1
59,4241,12,1
29,1946,7,0
38,2759,10,1
38,2433,13,0
63,4301,13,0
27,1972,0,1
50,3489,24,0
55,3748,27,0
26,1831,7,1
18,1404,0,1
53,3723,35,1
34,2523,13,1
59,4181,10,1
59,4114,26,0
61,4485,2,1
53,3685,36,0
33,2250,3,0
20,1411,3,1
37,2665,9,1
46,3135,15,0
57,4184,20,1
53,3763,28,1
57,3868,19,0
42,2736,13,0
22,2045,6,1
51,3656,9,1
24,1793,6,1
26,1724,4,0
30,2083,3,0
34,2594,12,1
43,2921,7,0
56,4013,8,1
51,3592,16,1
42,2473,20,0
53,3813,20,1
48,3471,21,1
59,3944,20,0
41,2665,25,0
61,4363,29,1
42,3248,5,1
29,1996,1,0
54,3910,32,1
17,1069,0,0
17,1041,1,0
19,1474,3,1
44,3240,9,1
55,3914,3,1
43,3196,17,1
35,2258,2,0
38,2527,22,0
47,3060,17,0
36,2505,8,0
35,2325,1,0
63,4455,42,1
32,2235,7,0
55,3718,2,0
19,1406,3,1
24,1559,5,0
54,4064,38,1
24,1538,2,0
38,2616,3,0
31,1819,3,0
21,1224,5,0
37,2233,2,0
42,3003,12,1
43,2963,9,0
51,3368,6,0
19,1159,2,0
48,3428,9,1
29,2311,7,1
26,1778,4,0
25,1982,5,1
46,3316,15,1
60,4165,43,0
36,2624,6,1
24,1736,5,1
58,4246,39,1
60,4419,23,1
48,3585,25,1
18,1065,0,0
45,3244,13,1
23,1668,4,1
59,4146,40,1
54,3344,17,0
61,4552,36,1
19,1697,2,1
25,1802,7,1
55,3632,30,0
57,3764,25,0
18,988,1,0
30,2066,6,0
42,2904,3,0
28,2008,0,1
61,4227,23,0
19,1124,3,0
17,1262,0,1
61,4170,20,0
59,4209,19,1
50,3770,20,1
46,3255,13,1
30,2360,1,1
42,3012,10,1
46,3171,7,0
56,3751,33,0
23,1881,4,1
22,1385,6,0
63,4277,28,0
19,1240,0,0
45,3195,27,1
49,3411,7,0
53,3969,24,1
23,1385,7,0
26,1617,3,0
29,1908,8,0
25,1416,6,0
22,1649,5,1
49,3253,11,0
48,3623,19,1
29,2043,0,1
24,1917,5,1
47,3462,11,1
39,2766,18,1
48,3405,14,1
29,2046,3,1
34,2587,1,1
26,1699,2,0
19,1348,3,1
40,2842,20,1
55,3827,18,0
53,3954,4,1
34,2736,2,1
47,3475,17,1
23,1588,7,0
56,3973,9,1
17,1021,0,0
21,1689,2,1
51,3613,18,1
53,3799,10,1
20,1156,2,0
40,2425,23,0
64,4676,8,1
56,4154,16,1
27,1617,2,0
34,2462,18,1
16,1328,0,1
47,3184,6,0
38,2847,10,1
54,3866,25,1
33,2259,15,0
30,2019,1,0
26,1907,2,1
19,1458,3,1
64,4303,30,0
22,1752,3,1
53,3897,8,1
24,1585,5,0
33,2028,17,0
65,4889,14,1
43,3354,25,1
22,1772,5,1
18,1501,1,1
19,803,3,0
58,3927,15,0
42,2823,24,0
47,3014,18,0
16,1336,0,1
24,1817,8,1
51,3550,15,0
48,3324,32,0
59,4122,11,0
19,1320,1,0
28,1724,10,0
23,1689,2,1
64,4570,14,1
56,4360,0,1
33,2472,16,1
54,3776,6,0
59,4544,33,1
41,2836,7,0
36,2130,6,0
32,2174,16,0
26,1584,8,0
33,2480,15,1
29,2316,13,1
36,2692,11,1
41,2853,19,0
18,1230,0,0
58,4244,41,1
45,3569,25,1
29,2309,4,1
22,1639,3,1
28,1789,1,0
16,829,0,0
28,1976,2,1
34,2562,6,1
23,1680,1,1
44,2901,3,0
48,3299,19,0
46,3246,16,1
43,3245,10,1
19,1463,0,1
55,3883,36,1
29,1848,6,0
40,2627,19,0
36,2423,9,0
19,1309,2,0
38,2652,8,0
36,2200,17,0
47,3129,31,0
36,2782,11,1
28,2007,4,1
53,3656,16,0
34,2357,16,0
44,3239,17,1
58,4282,4,1
25,1813,4,1
48,3273,32,0
31,2151,10,0
36,2334,18,0
54,3913,1,1
44,3153,10,1
49,3447,24,1
27,2002,4,1
59,4202,8,1
30,2012,1,0
38,2435,9,0
53,3626,19,0
25,1880,3,1
54,3645,1,0
31,2215,5,1
65,4668,31,1
58,4013,16,0
59,4372,14,1
64,4391,32,0
30,1929,10,0
63,4671,15,1
31,2117,4,0
26,2012,6,1
37,2504,1,0
39,2598,16,0
27,1789,8,0
56,3745,35,0
64,4219,40,0
58,4023,39,0
38,2453,12,0
48,3157,29,0
50,3421,22,0
41,3196,25,1
35,2681,7,1
57,4125,17,1
37,2174,16,0
52,3756,15,1
45,3457,25,1
50,3168,0,0
35,2443,10,0
34,2395,16,1
17,1181,1,0
30,1991,14,0
31,2592,3,1
36,2229,17,0
25,1936,0,1
19,1247,0,0
34,2432,8,1
40,2994,14,1
62,4437,39,1
23,1890,4,1
20,1339,0,0
46,3201,20,0
60,4388,5,1
65,4673,30,1
48,3533,19,1
61,4183,27,0
36,2676,10,1
31,2147,0,0
45,2854,24,0
55,3630,23,0
24,1672,2,0
37,2656,3,1
27,1977,3,1
37,2543,20,0
36,2577,7,1
45,3187,15,1
26,1917,8,1
55,4171,31,1
51,3618,35,1
19,1227,2,0
56,3948,11,1
33,2456,17,1
17,1329,0,1
61,4216,32,0
49,3202,9,0
62,4273,36,0
20,1256,3,0
30,2172,0,1
36,2491,4,0
48,3246,14,0
16,897,0,0
16,1102,0,0
53,3413,30,0
44,2799,13,0
23,1633,5,1
57,3810,11,0
35,2236,14,0
46,3383,12,1
31,2258,7,1
28,2006,0,1
20,1069,0,0
55,3385,22,0
17,1100,1,0
56,3708,5,0
28,2190,12,1
42,3097,19,1
19,980,0,0
16,1281,0,1
48,3251,10,0
20,1440,0,1
25,1611,8,0
60,4092,9,0
64,4476,37,0
41,2955,16,1
55,4157,30,1
49,3633,33,1
37,2572,10,0
22,1471,4,0
53,3527,2,0
53,3876,23,1
50,3619,23,1
54,3674,35,0
50,3332,5,0
39,2966,0,1
35,2713,4,1
59,4122,35,0
42,2782,8,0
55,3997,24,1
65,4106,41,0
47,3353,15,1
57,3935,18,0
27,1718,11,0
32,2409,5,1
49,3640,18,1
57,3871,29,0
50,3139,10,0
32,2337,2,1
40,2824,12,1
53,3571,33,0
50,3500,31,1
63,4361,43,0
38,2327,7,0
61,4076,14,0
23,1502,0,0
44,2793,5,0
34,2389,11,1
33,2347,13,1
60,4200,28,1
59,4197,32,1
39,2746,14,1
47,3481,23,1
60,4262,7,1
47,3197,14,0
50,3549,7,1
58,4015,21,0
60,4511,9,1
54,3807,10,1
45,3498,24,1
23,1724,6,1
19,1429,0,1
55,3855,28,1
45,3157,15,1
38,2306,14,0
38,2702,15,1
31,2197,12,1
31,2454,7,1
46,3124,20,0
29,2012,10,0
57,3969,15,0
24,1798,0,1
43,2994,22,0
55,3424,26,0
20,1209,1,0
46,3235,16,1
19,1482,1,1
51,3796,34,1
51,3548,35,0
62,4193,23,0
23,1713,4,1
40,2716,18,0
38,2763,9,1
55,4275,14,1
61,4281,12,1
57,4212,26,1
47,3725,10,1
16,1248,0,1
44,3090,26,1
58,4700,20,1
27,1876,0,0
39,2574,4,0
20,1407,0,1
48,3341,5,0
63,4486,44,1
42,2881,16,0
62,4099,7,0
53,3631,36,0
65,4364,24,0
51,3431,34,0
17,1238,1,1
63,4045,43,0
54,3678,20,0
27,2343,7,1
27,1901,4,1
50,3285,12,0
47,3034,14,0
49,3456,3,1
43,3385,24,1
37,2476,12,0
50,3713,15,1
48,3215,30,0
22,1441,2,0
40,3052,14,1
58,4013,39,0
37,2236,12,0
26,1743,2,0
59,3850,20,0
40,2836,14,1
63,4877,41,1
24,1701,4,1
57,3859,24,0
24,1809,6,1
32,2273,13,1
21,1470,0,1
25,1803,2,1
62,4455,7,1
50,3363,20,0
21,1568,2,1
43,2912,0,0
26,1662,5,0
22,1496,3,0
57,3696,17,0
62,4493,17,1
16,1228,0,1
57,3784,2,0
57,3629,4,0
27,1796,4,0
38,2485,1,0
33,2237,2,0
61,4373,23,1
47,3600,26,1
18,1253,1,0
44,3191,21,1
23,1464,3,0
40,2826,7,1
28,2090,8,1
55,3995,22,1
64,4747,3,1
37,2802,18,1
44,3191,26,1
52,3798,14,1
34,2354,3,0
53,3559,12,0
18,1339,2,1
63,4324,5,0
62,4847,0,1
61,4121,36,0
18,1184,0,0
46,3030,3,0
36,2365,5,0
42,2678,26,0
26,2240,10,1
41,3023,19,1
42,2775,12,0
18,1610,0,1
36,2506,1,0
37,2541,19,0
20,1283,1,0
20,1304,3,0
54,4055,21,1
43,3104,4,1
57,4014,5,1
49,3583,6,1
21,1453,2,0
23,1669,4,1
28,1518,9,0
46,2725,6,0
53,3551,23,0
37,2601,21,1
47,3394,6,1
38,2552,9,0
52,3705,36,1
17,1264,0,1
34,2124,14,0
42,2754,20,0
47,3785,19,1
20,1566,1,1
60,4593,18,1
40,2856,4,1
46,3692,3,1
28,2121,6,1
61,4325,16,1
64,4331,27,0
60,4255,23,1
30,1880,4,0
31,2252,2,1
24,1721,1,1
53,3820,37,1
25,1946,2,1
65,4233,23,0
51,3857,8,1
38,2540,3,0
45,2911,22,0
21,1797,4,1
25,1765,4,1
48,3369,6,1
25,1686,9,0
24,1623,8,0
30,2331,8,1
37,2712,2,1
45,2990,22,0
63,4320,16,0
16,979,0,0
58,4273,26,1
28,2197,1,1
63,4669,12,1
50,3703,4,1
64,4398,9,0
18,1515,2,1
41,2614,8,0
23,1584,4,0
58,4072,36,1
30,1760,11,0
38,2915,8,1
55,3869,30,1
55,3689,19,0
31,2428,13,1
49,3378,4,0
26,2103,9,1
30,1774,4,0
50,3414,29,0
33,2230,5,0
44,2955,2,0
36,2636,1,1
35,2406,6,0
54,3990,23,1
19,1216,1,0
39,2893,6,1
52,3641,17,1
44,3330,25,1
58,3604,18,0
53,3795,18,1
52,3839,23,1
38,2632,20,0
32,2227,2,0
16,1433,0,1
60,3978,26,0
33,2025,13,0
23,1446,6,0
45,3053,4,0
60,4322,23,1
21,1615,4,1
25,1621,7,0
59,3776,9,0
60,4256,44,1
58,3996,29,0
58,3913,39,0
24,1624,3,0
42,2610,8,0
24,1354,2,0
27,2000,1,1
22,1548,3,1
17,1370,0,1
49,3475,33,1
42,2682,16,0
56,4107,33,1
36,2640,2,1
33,2158,17,0
51,3878,34,1
18,1128,0,0
16,1034,0,0
23,1600,7,0
42,2917,23,0
27,1700,9,0
32,2445,16,1
32,2286,10,1
54,3858,35,1
40,2864,6,1
61,3949,37,0
31,2209,8,1
21,1436,0,0
62,4307,2,0
25,1503,5,0
24,1314,7,0
50,3488,23,0
21,1442,3,0
23,1627,0,1
56,3770,18,0
31,2528,7,1
55,3574,31,0
22,1522,3,0
55,3917,11,1
61,4118,12,0
41,2439,9,0
18,1194,1,0
24,1647,1,0
59,4189,22,1
63,4465,15,1
46,3635,15,1
58,4157,19,1
32,2322,3,1
31,2320,4,1
17,1042,0,0
34,2245,8,0
23,1611,0,1
26,1890,9,1
43,3056,14,1
36,2624,11,1
36,2458,12,0
46,3122,27,0
27,2223,3,1
22,1818,1,1
40,2727,4,0
55,3798,6,0
63,4646,8,1
19,1289,3,0
37,2399,1,0
58,4041,9,0
52,3519,15,0
63,4116,32,0
65,4397,35,0
49,3116,20,0
53,3935,11,1
23,1633,4,1
48,3594,17,1
61,4435,29,1
25,1836,3,1
23,1414,0,0
28,1982,1,1
17,1343,1,1
52,3590,4,0
60,4195,5,0
35,2566,16,1
59,4144,42,1
41,3216,17,1
49,3588,21,1
59,4190,42,1
29,2040,2,1
61,4257,40,0
27,2120,10,1
43,2945,2,0
49,3510,25,1
28,1711,2,0
52,3629,29,0
20,1506,4,1
49,3397,3,0
38,3053,18,1
25,1964,2,1
62,4139,5,0
36,2510,17,0
53,3781,16,1
24,1435,5,0
34,2526,3,1
17,1338,0,1
44,3191,15,1
22,1447,6,0
34,2307,15,0
42,3134,22,1
63,4923,28,1
45,3071,13,0
58,3761,30,0
28,2099,11,1
23,1375,2,0
60,4155,7,0
40,2554,24,0
57,3586,27,0
29,1894,9,0
26,1942,5,1
63,4411,47,1
16,1152,0,1
53,3545,22,0
54,3531,27,0
28,1854,10,0
41,2657,17,0
34,1727,13,0
47,3450,2,1
34,2668,11,1
33,2300,12,0
19,1292,1,0
20,1613,0,1
45,3425,24,1
28,1892,4,0
45,2864,22,0
32,1967,12,0
48,3188,25,0
63,4398,25,0
46,3369,11,1
30,2398,11,1
56,4072,4,1
41,2837,11,0
55,3564,23,0
37,2273,15,0
53,3796,29,1
40,2716,14,0
26,1869,4,1
29,2001,13,0
61,4735,34,1
42,2956,25,1
21,1403,3,0
36,2674,12,1
54,3816,6,1
19,1338,0,1
46,3372,4,1
48,3106,22,0
45,2861,22,0
41,2914,21,1
25,1794,2,1
53,4298,18,1
44,2810,27,0
55,3841,9,0
53,3235,17,0
38,2682,6,1
45,3275,29,1
38,3031,7,1
65,4393,38,0
39,2803,3,1
21,1347,4,0
32,2104,7,0
38,2663,8,1
65,4571,33,1
39,3070,5,1
47,3330,10,1
16,1319,0,1
21,1359,0,0
64,4492,19,1
30,1951,2,0
37,2499,19,0
33,2115,14,0
57,3828,12,0
63,4337,5,0
61,4058,11,0
46,3354,2,1
34,2409,8,1
42,3046,23,1
64,4402,12,0
41,3022,21,1
65,4701,36,1
56,3916,14,0
46,3148,9,0
31,1920,4,0
35,2459,5,1
43,3204,20,1
29,1862,3,0
22,1756,5,1
46,2983,2,0
61,4342,19,1
24,1919,4,1
27,1705,3,0
48,3308,1,0
59,4054,9,0
48,3106,8,0
28,1719,1,0
59,3860,20,0
32,1990,3,0
59,4328,26,1
40,3177,5,1
57,3827,30,0
39,2823,7,1
55,3801,7,0
28,2070,8,1
26,2190,2,1
41,2260,16,0
61,4107,5,0
55,4011,13,1
17,744,1,0
26,1821,7,1
20,1659,0,1
53,3819,13,1
52,3596,1,0
31,1966,12,0
32,2126,0,0
31,2153,8,0
56,3776,32,0
27,2140,10,1
29,2055,0,1
19,1763,0,1
34,2296,8,0
59,4205,17,1
50,3523,29,1
49,3649,29,1
41,2699,21,0
31,2328,2,1
26,1725,9,0
64,4953,38,1
17,1029,1,0
40,2717,7,0
44,3116,18,1
41,2758,11,0
43,3184,10,1
24,2057,7,1
54,3856,1,1
50,3558,10,1
